The correlations between aging and drug effects (author's transl).,Cysteamine,Typhaceae
Manganese oxidizing bacteria. II. First studies of pure cultures of Pseudomonas manganoxidans group.,Manganese,Arylsulfonic Acids
The significance of the time interval in twin delivery.,Pregnancy,Form Perception
Treatment of injuries of the penis and scrotum complicated by total skin loss.,Skin Transplantation,Cytotoxins
Influence of variations in blood pH on the bronchodilator action of salbutamol and terbutaline.,Bronchi,Proteomics
Properties of catechol-O-methyl transferase in soluble and particulate preparations from rat red blood cells.,Hydrogen-Ion Concentration,Sirtuin 1
Direct radioimmunoassay of plasma cortisol.,Calorimetry,Neurotrophin 3
Proceedings: The effect of plasticizer level on benzocaine-PVC interactions.,Excipients,Bereavement
Trends in German life insurance medicine.,Morbidity,Single Embryo Transfer
Anabolic ornithine carbamolytransferase of Pseudomonas. The bases of its functional specialization.,"Binding, Competitive",Sodium Cholate
Glucokinase of pea seeds.,Adenosine Diphosphate,Flavin Mononucleotide
Diazotization of catecholamines and their analogs and metabolites for urinary screening tests: chemical aspects.,Diazonium Compounds,Disulfiram
Desaturation of stearic acid by liver and adipose tissue from obese-hyperglycaemic mice (ob/ob).,Fatty Acid Desaturases,Periapical Diseases
Regulation of enzyme activity by glucagon: increased hormonal activity of iodinated glucagon.,Amino Acids,Hantavirus
"Enzymes associated with the metabolism of catecholamines, acetylcholine and gaba in human controls and patients with Parkinson's disease and Huntington's chorea.",Acetylcholinesterase,Emergency Medical Technicians
The effect of ethanol and bile on electrolyte movement across canine proximal duodenal mucosa.,Diffusion,Fetal Organ Maturity
Serotyping of coxsackieviruses by immune electron microscopy.,Antigen-Antibody Reactions,Chimera
Serodiagnosis of influenza by indirect haemagglutination test.,Chickens,"Bone Diseases, Metabolic"
"Alpah-adrenergic receptor modulation of beta-adrenergic, adenosine and prostaglandin E1 increased adenosine 3':5'-cyclic monophosphate levels in primary cultures of glia.","Cells, Cultured",Diazonium Compounds
Social psychological aspects of suicide in the old age (author's transl).,Aging,Military Dentistry
"Performance enhancement effects of d-amphetamine, methylphenidate, pipradrol and phenindamine in rats.",Discrimination Learning,Capecitabine
Metal-metal interactions involving metalloporphyrins. III. Conversion of tetraphenylporphinatoiron(III) azide to an N-bridged hemin dimer.,Azides,Thiogalactosides
Bilateral renal cysts.,Kidney,Scoparia
Effects of sedatives and major tranquilizers on aggressive behavior.,Aggression,Periapical Granuloma
Induction of autolysis in Bacillus subtilis by ochratoxin A.,Bacillus subtilis,Aeromonadales
Session of the 1975 meeting on chest diseases (author's transl).,Congresses as Topic,Fatty Acid Synthesis Inhibitors
Dynamic asymmetries in liver tyrosine aminotransferase induction.,"Dose-Response Relationship, Drug",Drug Overdose
Mechanism of histamine binding II: effect of alkali metal and alkaline earth cations on histamine binding to peptide H.,Chemistry,Semliki forest virus
Cell- and antibody-mediated responses to measles and mumps viruses in experimental animals.,Guinea Pigs,Transverse Sinuses
"Hematology, viscosity, and respiratory functions of whole blood of the lesser mouse deer, Tragulus javanicus.",Erythrocytes,Critical Illness
Competition between Phytophthora cinnamomi and Trichoderma spp. in autoclaved soil.,Hydrogen-Ion Concentration,Amantadine
Pyridoxamine-pyruvate transaminase. 1. Determination of the active site stoichiometry and the pH dependence of the dissociation constant for 5'-deoxypyridoxal.,Mathematics,Periplasmic Proteins
Morphological changes in the thymus of young and adult red-billed queleas Quelea quelea (aves).,Organ Size,"T-Lymphocytes, Cytotoxic"
Pituitary and testicular response to hypothalamic LH-releasing hormone (LH-RH) in normal and oligospermic men.,Follicle Stimulating Hormone,Cyst Fluid
Adenosine triphosphate and the hydrogen ion transmembrane potential--2 convertible and transportable forms of energy in the living cell.,Body Temperature Regulation,Intrauterine Device Migration
Properties of partially purified bovine brain dopamine beta-hydroxylase.,Cattle,Dinitolmide
Quantitative analysis of tribromsalan in blood and urine.,Hydrogen-Ion Concentration,"Receptors, G-Protein-Coupled"
Molecular weight analysis of the polypeptides of cholera phage PL 163/10 by polyacrylamide gel electrophoresis.,Molecular Weight,Benzodiazepinones
"President's opening address at the national conference of the Norwegian Nurses' Association, June 22, 1977 in Bodø.","Economics, Nursing","Hemoglobinuria, Paroxysmal"
The effects of ethanol (0.75 g/kg body weight) on the activities of selected enzymes in sera of healthy young adults: 1. Intermediate-term effects.,Aspartate Aminotransferases,"Receptors, Neurotransmitter"
Localization of D-amino acid oxidase on the cell surface of human polymorphonuclear leukocytes.,D-Amino-Acid Oxidase,Bullying
Method of determination of the activity of glycerol dehydrogenase in the submerged culture of Acetobacter suboxydans.,Estradiol Dehydrogenases,Fluorescence Polarization Immunoassay
Establishment of a clonal strain of hepatoma cells derived from Morris hepatoma 8999.,"Carcinoma, Hepatocellular",Glenoid Cavity
Nonsurgical treatment of low back pain.,Analgesics,Apocynaceae
Acid-base equilibrium during acute fetal hypoxia. Experimental study.,Brain,"Accidents, Aviation"
Cell density-dependent stimulation of glutamine synthetase activity in cultured mouse teratoma cells.,Bucladesine,Cyclin-Dependent Kinase Inhibitor p57
Another beta-blocker causing eye symptoms?,Tachycardia,Sorbitol
Clinical characteristics of acute gastrointestinal diseases of Proteus etiology in young children.,Proteus Infections,Disease Hotspot
Resection of the basal segment of the lung in bronchiectasis with preservation of the apical portion of the lower lobe.,Evaluation Studies as Topic,"Receptors, Vasoactive Intestinal Peptide"
Resistance of contracting response of the isolated rabbit vas deferens caused by field stimuli to the action of adrenergic alpha-blocking agents.,Adrenergic beta-Antagonists,8-Hydroxy-2-(di-n-propylamino)tetralin
Plasma prorenin and renin in anephric patients.,Enzyme Precursors,Dipyridamole
Oxygen binding by the haemocyanin from Buccinum undatum.,Binding Sites,Spirurida Infections
Testicular venography for undescended testes.,Cryptorchidism,Western World
Virus pathogens of Culicidae (mosquitos).,Species Specificity,Long-Term Synaptic Depression
Effects of cold exposure on urinary catecholamines in arctic lemmings.,Body Temperature Regulation,Darier Disease
Experimental ulcer.,Caffeine,"Thyrotropin, beta Subunit"
Environment of tryptophan residues in alpha-lactalbumin.,Cattle,"Neisseria meningitidis, Serogroup C"
The antitussive actions of the drug Ru 20201 given as an aerosol to cats.,Aerosols,Epigenetic Repression
Study of the structural requirements for dopa potentiation and oxotremorine antagonism by L-prolyl-L-leucylglycinamide.,MSH Release-Inhibiting Hormone,Parturient Paresis
Cimetidine: a reivew of clinical trials.,Gastric Juice,Nymphaeaceae
Pathogenicity of a vaccine strain of vaccina virus in rabbits administered by intravenous route.,"Encephalomyelitis, Acute Disseminated",Cyclandelate
The toxic effect of sodium glutamate on rat retina: changes in putative transmitters and their corresponding enzymes.,Brain,"Ichthyosis, Lamellar"
"Proceedings: The effects of amantadine, tranylcypromine, amphetamine and tyramine on the response of the rat anococcygeus muscle after bretylium.",Bretylium Compounds,Epithelial Attachment
Reaction ability and alkylation kinetics of sulfhydride groups of soluble succinate dehydrogenase.,Binding Sites,Deep Sedation
Urinary enzymes in the early detection of rejection reactions after renal transplantation (author's transl).,L-Lactate Dehydrogenase,Proliferating Cell Nuclear Antigen
Complete tyrosine assignments in the high-field 1H nuclear magnetic resonance spectrum of bovine pancreatic trypsin inhibitor selectively reduced and carboxamidomethylated at cystine 14-38.,Binding Sites,Cerium Isotopes
Usefulness of gamma-glutamyltransferase in alcoholic hepatotoxicity.,Alanine Transaminase,"Intestinal Diseases, Parasitic"
Validity of the portfolio theory in decision making of school children.,"Germany, West",Moths
Chemical pathology of organic dementias. I. Validity of biochemical measurements on human post-mortem brain specimens.,Cerebrovascular Circulation,"Receptor, Cholecystokinin A"
Fluorescence of oxidized flavoproteins from perifused isolated pancreatic islets.,Flavin-Adenine Dinucleotide,Olfactory Cortex
Self-regulation of posture.,Diving,Lythraceae
Serotonin-containing neurons: their possible role in pain and analgesia.,Diet,Enzyme Activation
"Isolation and purification of Flavobacterium alpha-1,3-glucanase-hydrolyzing, insoluble, sticky glucan of Streptococcus mutans.",Dental Plaque,Boronic Acids
The stability of noradrenaline in physiological saline solutions.,In Vitro Techniques,Perna
Editorial: How will health care develop?.,Nursing,Fused Kidney
Oxygen medicinal pulverization in the treatment of stenosing diseases of the respiratory tract in children.,Bronchitis,"Genes, Developmental"
Experimental evidence for a kinetic and electrochemical memory in enzyme membranes.,Hydrogen-Ion Concentration,"Apc11 Subunit, Anaphase-Promoting Complex-Cyclosome"
The pharmacokinetic basis of therapeutics with special reference to drugs used in neurology.,Cell Membrane,Earth (Planet)
Neuroleptic-induced supersensitivity psychosis.,Dopamine Antagonists,Phosphofructokinase-2
Application of the Starling resistor concept to the lungs during CPPV.,Heart Rate,Hydrogen
"Maternal blood-gases, PAo2--Pao2), hysiological shunt and VD/VT in normal pregnancy.",Partial Pressure,Craniosynostoses
Cyanogen bromide fractionation by skin collagen.,Carboxymethylcellulose Sodium,Health Planning Guidelines
Laboratory study on some parasitic hematophagous arthropods as possible subsidiary links of the biocenosis of tick-borne encephalitis.,"Encephalitis Viruses, Tick-Borne","Mixed Tumor, Malignant"
An investigation of renal function in chronic bronchitis.,Hydrocortisone,Imidazoline Receptors
"Subunit structure of islets-activating protein (IAP), a new protein isolated from the culture media of Bordetella pertussis.",Chemical Phenomena,Stomatognathic System
Effect of Escherichia coli endotoxin on liver macrophages during the graft versus recipient response.,"Hybridization, Genetic",Phytophthora infestans
Bronchospasmolytic effect of adrenergic beta receptor agonists in bronchial asthma.,Drug Evaluation,Benz(a)Anthracenes
Comparison of bumetanide and hydrochlorothiazide on renal potassium and hydrogen ion excretion.,Diuresis,NADPH Oxidases
Bucolome in prevention of hyperbilirubinaemia in preterm infants.,Clinical Trials as Topic,Blood Coagulation Factor Inhibitors
Blood respiratory properties of a viviparous amphibian.,Maternal-Fetal Exchange,Cattle Diseases
"""Antagonist""-precipitated withdrawal in the rat after chronic delta9-tetrahydrocannabinol treatment.",Clomipramine,Cardiac Papillary Fibroelastoma
The use of dopamine during postoperative cardiogenic shock in children. Preliminary results.,Postoperative Complications,Pyruvic Acid
Use of constant perithoracic negative pressure in the transport of newborn infants with severe forms of idiopathic respiratory distress.,Methods,Databases as Topic
Monkeys with nigrostriatal lesions: tremor induced by harmaline and other drugs.,Harmaline,Health Status Disparities
Rabbit liver membrane phosphoprotein phosphatase.,Cyclic AMP,Fushi Tarazu Transcription Factors
"Suppression by GABAergic drugs of the locomotor stimulation induced by morphine, amphetamine, and apomorphine: evidence for both pre- and post-synaptic inhibition of catecholamine systems.",4-Butyrolactone,Peptide Elongation Factor Tu
The form and function of cnidarian spirocysts. 2. Ultrastructure of the capsule tip and wall and mechanism of discharge.,Cnidaria,Fluorocarbons
Occupancy of muscarinic acetylcholine receptors stimulates a guanylate cyclase in neuroblastoma cells.,Acetylcholine,"Genome, Helminth"
"Use of an enzymatic kit method for cholesterol, designed for continuous-flow instrumentation, with discrete bichromatic and centrifugal analyzers.",Kinetics,Swallows
